Station Name,Station Address,City,Zip,Phone,Hours,Charger Network,Latitutde,Longitude,Score,Businesses
CSU FULLERTON,800 N. State College,Fullerton,92831,,24 hours daily,ChargePoint Network,33.8794587,-117.883179,0,
UCR,900 University Ave,Riverside,92507,,24 hours daily,ChargePoint Network,33.9700931,-117.3271078,0,
CNTYOFRIVERSIDE,3535 12th St,Riverside,92501,,24 hours daily,ChargePoint Network,33.9775658,-117.375154,0,
LHS #1,1280 Johnson Ave,San Jose,95129,,24 hours daily,ChargePoint Network,37.3000851,-122.0062201,0,
Point Reyes National Seashore - Bear Valley Visitor Center,1 Bear Valley Rd,Point Reyes Station,94956,,6am-12am daily; overnight parking pass given to backcountry camping permit holders is required for 24 hour use,,38.040933,-122.800044,0,
Newport Fashion Island,550 Newport Center Dr,Newport Beach,92660,,24 hours daily,,33.6158612,-117.8711879,0,
CITYOFRIVERSIDE,3637 5th St,Riverside,92501,,24 hours daily,ChargePoint Network,33.9845089,-117.3716379,0,
INTUIT INC,2750 Coast Ave,Mountain View,94043,,24 hours daily,ChargePoint Network,37.4298846,-122.0966473,0,
DOMICILIO,431 El Camino Real,Santa Clara,95050,,24 hours daily,ChargePoint Network,37.3472057,-121.9321269,0,
CBRE - Britannia Point Grand,280 E Grand Ave,South San Francisco,94080,,MON: 5:00am-8:00pm | TUE: 5:00am-8:00pm | WED: 5:00am-8:00pm | THU: 5:00am-8:00pm | FRI: 5:00am-8:00pm | SAT: 6:00am-6:00pm | SUN: 6:00am-6:00pm,Blink Network,37.65216,-122.39512,0,
UC Davis - Lot 49 Visitor Parking,La Rue Rd and Garrod Dr,Davis,95616,,24 hours daily,,38.5344111,-121.7600026,0,
WELCOME TO PCC,1570 Colorado Blvd,Pasadena,91106,,24 hours daily,ChargePoint Network,34.1431331,-118.1203441,0,
FNG FOX LOT,10201 West Pico Blvd.,Los Angeles,90067,,24 hours daily,ChargePoint Network,34.050756,-118.4123267,0,
Coda of Silicon Valley,4175 Stevens Creek Blvd,Santa Clara,95051,,Dealership business hours,,37.32399,-121.974,0,
AZALEA,4635 Firestone Blvd,South Gate,90280,,24 hours daily,ChargePoint Network,33.9524131,-118.1879092,0,
Ontario International Airport,Terminal Way,Ontario,91761,,24 hours daily; pay lot,,34.0616,-117.5935,0,
CCC,2870 Gateway Oaks Dr,Sacramento,95833,,24 hours daily,ChargePoint Network,38.6219702,-121.5211045,0,
The Muller Company - Los Angeles - 5110,5110 W. Goldleaf Circle,Los Angeles,90056,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,33.98863,-118.367455,0,
The Muller Company - Los Angeles - 5130,5130 W. Goldleaf Circle,Los Angeles,90056,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,33.988971,-118.363664,0,
IRVINE CO OFC,545 San Nicolas Dr,Newport Beach,92660,,24 hours daily,ChargePoint Network,33.5953341,-117.7506112,0,
TARGET CORP,4601 2nd St,Davis,95618,,24 hours daily,ChargePoint Network,38.5539587,-121.6997015,0,
GLENBOROUGH,550 E Hospitality Ln,San Bernardino,92408,,24 hours daily,ChargePoint Network,34.06694,-117.273619,0,
SIERRA COLLEGE,250 Sierra College Drive,Grass Valley,95945,,24 hours daily,ChargePoint Network,39.2357503,-121.0466171,0,
CITYOFSANTAROSA,100 Santa Rosa Ave,Santa Rosa,95404,,24 hours daily,ChargePoint Network,38.4378005,-122.711834,0,
City of Pleasanton - City Hall,200 Old Bernal,Pleasanton,94566,,24 hours daily,,37.65831375,-121.878891,0,
PARK SFO,195 N Access Rd San Francisco International Airport,South San Francisco,94080,,24 hours daily,ChargePoint Network,37.6321021,-122.3895004,0,
TOWN OF WINDSOR,9291 Old Redwood Hwy,Windsor,95492,,24 hours daily,ChargePoint Network,38.5494201,-122.8140062,0,
Samitaur Constructs,3585 Hayden Avenue,Culver City,90232,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.024221,-118.382334,0,
KOHL'S,19307 Golden Valley Rd,Santa Clarita,91321,,24 hours daily,ChargePoint Network,34.39217,-118.4688187,0,
TORRE,79125 CA-111,La Quinta,92253,,24 hours daily,ChargePoint Network,33.7070547,-116.2838016,0,
Fry's Electronics,1800 Kalama River Ave,Fountain Valley,92708,,24 hours daily,,33.7002432,-117.9401496,0,
CONTRA COSTA,1450 Treat Blvd,Walnut Creek,94597,,24 hours daily,ChargePoint Network,37.9261261,-122.0524759,0,
CERRITOS CC,11204-11210 Alondra Blvd,Norwalk,90650,,24 hours daily,ChargePoint Network,33.8874733,-118.0951275,0,
SAN BENITO CO.,2301 Technology Pkwy,Hollister,95023,,24 hours daily,ChargePoint Network,36.8906402,-121.399023,0,
UC DAVIS TAPS,1 Shields Ave,Davis,95616,,24 hours daily,ChargePoint Network,38.5345143,-121.7489592,0,
ZEROWASTE,685 Los Esteros Rd,San Jose,95134,,24 hours daily,ChargePoint Network,37.4324797,-121.9529332,0,
PARKMERCED,100 Font Blvd,San Francisco,94132,,24 hours daily,ChargePoint Network,37.7151871,-122.4727859,0,
Universal City Hilton,333 Universal Terrace Pkwy,Universal City,91608,,24 hours daily; pay lot,,34.1406014,-118.3518,0,
T&C,855 El Camino Real,Palo Alto,94301,,24 hours daily,ChargePoint Network,37.4384976,-122.1573751,0,
Santa Clara City Library DCFC,2635 Homestead Drive,Santa Clara,95051,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.34062,-121.973214,0,
HP PALO ALTO,3126-3202 Hanover St,Palo Alto,94304,,24 hours daily,ChargePoint Network,37.4120262,-122.1464912,0,
HAUKE PARK,1 Hamilton Dr,Mill Valley,94941,,24 hours daily,ChargePoint Network,37.8971167,-122.5227168,0,
San Diego State University - Parking Structure 6,5500 Campanile,San Diego,92182,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.77277,-117.067011,0,
Trillium CNG - Yolo County Transportation District,350 Industrial Way,Woodland,95776,,24 hours daily,,38.678131,-121.7534326,0,
Ventura County Medical Center,3291 Loma Vista Rd,Ventura,93003,,24 hours daily,,34.2771133,-119.2524506,0,
SIERRA NEVADA,1075 E 20th St,Chico,95928,,24 hours daily,ChargePoint Network,39.7242546,-121.8138504,0,
KOHL'S,570 Orange Dr,Vacaville,95687,,24 hours daily,ChargePoint Network,38.3756332,-121.9475708,0,
City of Palm Springs - International Airport,3100 E Tahquitz Canyon Way,Palm Springs,92262,,24 hours daily; pay lot,,33.8232307,-116.5117766,0,
San Diego State University - Parking Structure 5,5500 Campanile,San Diego,92182,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.773419,-117.080398,0,
DGS MAIN,800 Q St,Sacramento,95811,,24 hours daily,ChargePoint Network,38.5729929,-121.499385,0,
AFS TORRANCE,3000 Lomita Blvd,Torrance,90505,,24 hours daily,ChargePoint Network,33.807208,-118.339296,0,
NNA,3245 County Highway G8,San Jose,95118,,24 hours daily,ChargePoint Network,37.2743238,-121.8778589,0,
Scripps Green Hospital,10666 N Torrey Pines Rd,La Jolla,92037,,24 hours daily,,32.89947,-117.243,0,
ESSEX,15 MacArthur Pl,Santa Ana,92707,,24 hours daily,ChargePoint Network,33.6982245,-117.8649478,0,
BMW GROUP,888-900 Doolittle Dr,San Leandro,94577,,24 hours daily,ChargePoint Network,37.7187729,-122.1895905,0,
ICIS,540 Colorado Blvd,Glendale,91204,,24 hours daily,ChargePoint Network,34.1422636,-118.2659974,0,
NRG eVgo - Walgreens,1175 Columbus Ave,San Francisco,94133,,24 hours daily; requires eVgo network subscription and key fob,eVgo Network,37.8047331,-122.4170523,0,
SACRAMENTO,300 Richards Blvd,Sacramento,95811,,24 hours daily,ChargePoint Network,38.5968957,-121.4991817,0,
City of Davis - City Hall,23 Russell Blvd,Davis,95616,,24 hours daily; 2 hour maximum,,38.546699,-121.7461,0,
CSU FULLERTON,1300 N State College Blvd,Fullerton,92831,,24 hours daily,ChargePoint Network,33.88449,-117.8896632,0,
BROADWAY MGT,1151 Harbor Bay Pkwy,Alameda,94502,,24 hours daily,ChargePoint Network,37.7271426,-122.2316491,0,
Los Angeles County - Probation Department,9150 E Imperial Hwy,Downey,90242,,"Business hours; keypad activated, instructions on EVSE",,33.9164736,-118.1322274,0,
Sharp Employee Use Only - PRIVATE,8695 Spectrum Center Blvd.,San Diego,92123,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.825134,-117.140618,0,
Ohlone College - Fremont Campus - Building 8,43600 Mission Blvd.,Fremont,94539,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.52934,-121.912258,0,
Grover Beach City Hall,154 8th St,Grover Beach,93433,,8am-5pm daily,,35.120895,-120.621507,0,
Providence Holy Cross Medical Center - Cancer Research Center,15031 Rinaldi Street,Mission Hills,91345,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.279253,-118.460219,0,
San Diego Botanical Garden,230 Quail Gardens Drive,Encinitas,92024,,MON: 9:00am-4:00pm | TUE: 9:00am-4:00pm | WED: 9:00am-4:00pm | THU: 9:00am-4:00pm | FRI: 9:00am-4:00pm | SAT: 9:00am-4:00pm | SUN: 9:00am-4:00pm,Blink Network,33.055804,-117.279234,0,
SANTA CLARA U.,425 El Camino Real,Santa Clara,95050,,24 hours daily,ChargePoint Network,37.345894,-121.93283,0,
Tesla Factory - Tesla,45500 Freemont Blvd,Fremont,94538,,24 hours daily; for Tesla use only,,37.4931367,-121.9453883,0,
BMW GROUP,1000 San Mateo Ave,San Bruno,94080,,24 hours daily,ChargePoint Network,37.6349232,-122.4098729,0,
SCPPA,1160 Nicole Ct,Glendora,91740,,24 hours daily,ChargePoint Network,34.117891,-117.822534,0,
VHBCOA,3181 Independence Dr,Livermore,94551,,24 hours daily,ChargePoint Network,37.7069499,-121.813834,0,
350GREEN,399 El Camino Real,South San Francisco,94080,,24 hours daily,ChargePoint Network,37.6455879,-122.4278564,0,
MBUAPCD,24580 Silver Cloud Ct,Monterey,93940,,24 hours daily,ChargePoint Network,36.5729,-121.80491,0,
Golden Gate Park - Music Concourse Garage,1 Music Concourse Dr,San Francisco,94118,,Garage business hours; pay lot,,37.7702825,-122.4667583,0,
COUNTY EVSE,3800 Branch Center Rd,Sacramento,95827,,24 hours daily,ChargePoint Network,38.5516182,-121.3380444,0,
Elk Grove Kia,8480 Laguna Grove Dr,Elk Grove,95758,,Dealership business hours,,38.40553,-121.391,0,
California State University Channel Islands,1 University Dr,Camarillo,93012,,24 hours daily,,34.165363,-119.0451473,0,
CITY MOORPARK,100 W High St,Moorpark,93021,,24 hours daily,ChargePoint Network,34.2852836,-118.8831845,0,
USC CAMPUS,649 W 34th St,Los Angeles,90089,,24 hours daily,ChargePoint Network,34.0219516,-118.2818672,0,
El Rancho Market,2886 Mission Dr,Solvang,93463,,6am-10pm daily,,34.6061419,-120.1014522,0,
MOLLIE STONES,100 Harbor Dr,Sausalito,94965,,24 hours daily,ChargePoint Network,37.866801,-122.499733,0,
Kohl's Store #958 Chula Vista,1870 Main Ct,Chula Vista,91911,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.592442,-117.034092,0,
CITY HALL,1110 West Capitol Ave,West Sacramento,95691,,24 hours daily,ChargePoint Network,38.582059,-121.5235079,0,
California Fuel Cell Partnership,3300 Industrial Blvd,West Sacramento,95691,,24 hours daily,,38.57424,-121.557443,0,
B&D Global Properties,22130 Clarendon Street,Woodland Hills,91367,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.169354,-118.609202,0,
350GREEN,14280 San Pablo Ave,San Pablo,94806,,24 hours daily,ChargePoint Network,37.9644775,-122.344635,0,
IRVINE CO OFC,610 Newport Center Dr.,Newport Beach,92660,,24 hours daily,ChargePoint Network,33.618309,-117.872466,0,
IRVINE CO OFC,18300 Von Karman Ave,Irvine,92612,,24 hours daily,ChargePoint Network,33.67699,-117.850927,0,
One Del Mar,12544 High Bluff Drive,San Diego,92130,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.9464065,-117.2406343,0,
IRVINE CO OFC,111 Innovation Dr,Irvine,92617,,24 hours daily,ChargePoint Network,33.6459567,-117.8558028,0,
RUSNAK BMW,3615 Auto Mall Dr,Thousand Oaks,91362,,24 hours daily,ChargePoint Network,34.1626812,-118.831224,0,
Silver Spring Networks,585 Broadway Street,Redwood City,94063,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.484615,-122.207451,0,
Oakland Airport - Daily B Lot,1 Airport Way,Oakland,94621,,24 hours daily; pay lot,,37.7294959,-122.2001954,0,
OAK PARK,899 Kanan Rd,Oak Park,91377,,24 hours daily,ChargePoint Network,34.180974,-118.765383,0,
Courtview,200 Auburn Folsom Rd,Auburn,95603,,24 hours daily,,38.8936167,-121.0764958,0,
SMCCD,4200 Farm Hille BLVD,Redwood City,94061,,24 hours daily,ChargePoint Network,37.4487816,-122.2647608,0,
Walmart #2280 - Mountain View CA,600 Showers Dr,Mountain View,94040,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.40104262,-122.1087977,0,
UCLA PARKING,1070 Veteran Ave,Los Angeles,90095,,24 hours daily,ChargePoint Network,34.0599785,-118.4476776,0,
Mountain View Chevrolet,1079 W Foothill Blvd,Upland,91786,,Dealership business hours,,34.1074098,-117.6671738,0,
LOS ALTOS HILLS,26379 W Fremont Rd,Los Altos Hills,94022,,24 hours daily,ChargePoint Network,37.3832817,-122.138382,0,
INTERSIL CORP,1001  Murphy Ranch Rd,Milpitas,95035,,24 hours daily,ChargePoint Network,37.4135971,-121.9235764,0,
CCSF - SFO,San Francisco International Airport International Parking Garage A,San Francisco,94128,,24 hours daily,ChargePoint Network,37.6139718,-122.3917233,0,
CITY OF VENTURA,501 Poli St,Ventura,93001,,24 hours daily,ChargePoint Network,34.282379,-119.293134,0,
HGST_GO,5601 Great Oaks Pkwy,San Jose,95119,,24 hours daily,ChargePoint Network,37.2469417,-121.7899922,0,
PHILIPS,1700 S Baker Ave,Ontario,91761,,24 hours daily,ChargePoint Network,34.0431976,-117.6157684,0,
Muir Woods ,1 Muir Woods Rd,Mill Valley,94941,,24 hours daily,,37.891883,-122.569292,0,
BR EE,BR3 2603 Camino Ramon,San Ramon,94583,,24 hours daily,ChargePoint Network,37.7685306,-121.9592142,0,
San Leandro Ford,1111 Marina Blvd,San Leandro,94577,,Dealership business hours,,37.7117606,-122.161093,0,
Walgreens,200 N Winchester Blvd,Santa Clara,95050,,24 hours daily,,37.3292568,-121.950731,0,
City of Lancaster - City Hall,44933 Fern Ave,Lancaster,93534,,24 hours daily,,34.6985964,-118.1447125,0,
TARGET CORP,3805 Faraday Ave,Davis,95618,,24 hours daily,ChargePoint Network,38.5548396,-121.6983193,0,
Office of Housing & Redevelopment,40 Eldridge Ave,Vacaville,95688,,24 hours daily,,38.35697,-122.002,0,
UCSF CAMPUS,1600 Owens St,San Francisco,94158,,24 hours daily,ChargePoint Network,37.7686081,-122.3949127,0,
MONTCLAIR,9440 Autoplex Dr,Montclair,91763,,24 hours daily,ChargePoint Network,34.082362,-117.694602,0,
Southern California Edison - Energy Education Center - Tulare,4175 S Laspina St,Tulare,93274,,8am-5pm M-F,,36.167417,-119.327744,0,
Sierra Chrysler Dodge Jeep Ram,1305 S Mountain Ave,Monrovia,91016,,Dealership business hours,,34.13867,-117.9869,0,
CARCHARGING,Alyssum Ln,San Jose,95128,,24 hours daily,ChargePoint Network,37.3224847,-121.9491515,0,
City of Rancho Cucamonga - Animal Care & Adoption Center,11780 Arrow Rt,Rancho Cucamonga,91730,,24 hours daily,,34.100456,-117.54918,0,
West Covina Civic Center Parking Structure - Level 3,1444 W Garvey Ave S,West Covina,91790,,Garage business hours; pay lot,,34.0715522,-117.9387946,0,
IRVINE CO OFC,43 Discovery,Irvine,92618,,24 hours daily,ChargePoint Network,33.6660292,-117.7568723,0,
PALO ALTO CA,3700 Middlefield Rd,Palo Alto,94303,,24 hours daily,ChargePoint Network,37.4223141,-122.1126521,0,
Saint John's Medical Plaza,1301 20th Street,Santa Monica,90404,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.0300426,-118.4814334,0,
BAYSHORE TECH,2400 Bridge Pkwy,Redwood City,94065,,24 hours daily,ChargePoint Network,37.5390041,-122.2566895,0,
GLENDALE IWM,548 W Chevy Chase Dr,Glendale,91204,,24 hours daily,ChargePoint Network,34.1331569,-118.2647117,0,
Affordable Stage,647 Augusta St.,Inglewood,90302,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,33.964849,-118.368235,0,
Occidental College,1600 Campus Rd.,Los Angeles,90041,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.127236,-118.208626,0,
Southern California Edison - Gateway Business Center,6090 N Irwindale Ave,Irwindale,91702,,24 hours daily,,34.12443161,-117.9322433,0,
BOZZANI MOTORS,528 S Citrus Ave,Covina,91723,,24 hours daily,ChargePoint Network,34.0804102,-117.889415,0,
NISSAN-CONNELL,2850 Harbor Blvd,Costa Mesa,92626,,24 hours daily,ChargePoint Network,33.6752311,-117.9186953,0,
CLUBSPORT,2805 Jones Rd,Walnut Creek,94597,,24 hours daily,ChargePoint Network,37.9253782,-122.056151,0,
AVC MISSION,3041 W Ave K,Lancaster,93536,,24 hours daily,ChargePoint Network,34.6777331,-118.1859339,0,
Carmichael Library,5605 Marconi Ave,Carmichael,95608,,24 hours daily,,38.617933,-121.3339,0,
BMWCENTURY WEST,4245 Lankershim Blvd,Los Angeles,91602,,24 hours daily,ChargePoint Network,34.1471195,-118.3642199,0,
Marymount College at San Pedro,1600 Palos Verdes Dr N,Harbor City,90710,,24 hours daily,,33.7780414,-118.3048934,0,
Los Angeles County - University of Southern California Medical Center,1214 N Mission Rd,Los Angeles ,90033,,"24 hours daily; keypad activated, instructions on EVSE",,34.0618828,-118.2125167,0,
G&K,123 S Figueroa St,Los Angeles,90012,,24 hours daily,ChargePoint Network,34.0572914,-118.252842,0,
City of Santa Monica - Airport,3223 Donald Douglas Loop,Santa Monica,90405,,24 hours daily,,34.020478,-118.4487573,0,
UCR,3901-4013 Canyon Crest Dr,Riverside,92507,,24 hours daily,ChargePoint Network,33.970553,-117.3309997,0,
PROMETHEUS,20400 Stevens Creek Blvd,Cupertino,95014,,24 hours daily,ChargePoint Network,37.3217213,-122.030307,0,
STERLING APTS,5500  Reservoir Dr,San Diego,92120,,24 hours daily,ChargePoint Network,32.7752686,-117.0566254,0,
QUICK MOUNT PV,2770 Mitchell Dr,Walnut Creek,94598,,24 hours daily,ChargePoint Network,37.930942,-122.024462,0,
ALAMEDA,2500 Fairmont Dr,San Leandro,94578,,24 hours daily,ChargePoint Network,37.7168995,-122.1188254,0,
BMW OF EL CAJON,680 S Marshall Ave,El Cajon,92020,,24 hours daily,ChargePoint Network,32.7877316,-116.9756367,0,
CUPERTINO,10300 Torre Ave,Cupertino,95014,,24 hours daily,ChargePoint Network,37.3192291,-122.0281601,0,
Independent Repair,2720 Artesia Blvd,Redondo Beach,90278,,"8am-12pm Mon, 8am-6pm Tu-Sat",,33.8725292,-118.3602591,0,
CITY OF NOVATO,503 S Palm Drive,Novato,94949,,24 hours daily,ChargePoint Network,38.0561986,-122.5186015,0,
NEW CENTURY BMW,24 N Olive Ave,Alhambra,91801,,24 hours daily,ChargePoint Network,34.092699,-118.1352219,0,
COUNTY OF SB,102 Lookout Park Rd,Summerland,93067,,24 hours daily,ChargePoint Network,34.4202347,-119.6008911,0,
IBEW LOCAL 234,10300 Merritt Street,Castroville,95012,,24 hours daily,ChargePoint Network,36.7681351,-121.7618561,0,
The San Diego Zoo at Balboa Park,2920 Zoo Drive,San Diego,92101,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.735583,-117.145947,0,
DoubleTree Hotel - Los Angeles - Westside,6161 Centinela Ave,Culver City,90230,,24 hours daily; guest use only,,33.9826,-118.3966,0,
PARKMERCED,19 Higuera Ave,San Francisco,94132,,24 hours daily,ChargePoint Network,37.7185159,-122.4834564,0,
SACRAMENTO,N 3rd St,Sacramento,95811,,24 hours daily,ChargePoint Network,38.5964811,-121.4984991,0,
City of Palm Springs - Desert AIDS Project,1695 N Sunrise Way,Palm Springs,92262,,24 hours daily,,33.843911,-116.528801,0,
A-Check America,1501 Research Park Dr,Riverside,92507,,24 hours daily,,33.9987,-117.327,0,
Santa Clara Convention Center,5001 Great America Parkway,Santa Clara,95054,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.403617,-121.977605,0,
